title,year,rating,director,stars
Dr. Karmila,1981,6.3,Nico Pelamonia,"Tanty Josepha,Robby Sugara,Wahab Abdi"
Taksi 2,1991,5.4,Ismail Soebardjo,"Meriam Bellina,Rano Karno,Ayu Azhari"
Inikah Rasanya Cinta?,2005,5.1,Ai Manaf,"Alyssa Soebandono,Gilbert Marciano,Fedi Nuril"
Brahma manggala,1988,,Jimmy Atmaja,"Rani Soraya,Ferry Fadly,Soendjoto Adibroto"
Laura si Tarzan,1989,,Willy Wilianto,"Ully Artha,Baron Hermanto,Emmy Husein"
Sweetheart,2010,6.0,Hanny Saputra,"Joanna Alexandra,Ayu Azhari,Marcel Chandrawinata"
Hantu Rumah Ampera,2009,4.9,Rudy Soedjarwo,"Ben Joshua,Nadila Ernesta,Rahma Landy"
Sugiharti Halim,2008,8.8,Ariani Darmawan,"Maria Nadia,Hengky Hidayat,Adi Marsiela"
Tuyul,1979,5.3,Bay Isbahi,"M. Pandji Anom,Hamid Arief,Idjah Bomber"
Satu cinta 1000 dusta,1985,,Willy Wilianto,"Yan Bastian,Lina Budiarty,Aminah Cendrakasih"
Identitas,2009,6.6,Aria Kusumadewa,"Tio Pakusadewo,Leony Vitria Hartanti,Ray Sahetapy"
Tangkuban Perahu,1982,5.5,Liliek Sudjio,"Hendra Abidin,Pitradjaya Burnama,Marisa Haque"
Dikejar Setan,2009,5.6,Harry Suharyadi,"Nadia Vella,Frans Nicholas,Dida Airlangga"
London Virginia,2010,7.2,Cheverly Amalia,"Cheverly Amalia,Abdurrahman Arif,Sabrina Athika"
Reinkarnasi,2000,6.3,Dede Yusuf,"Adipura,Adjie Pangestu,Nathalie Widyanti"
Heart-Break.com,2009,6.6,Affandi Abdul Rachman,"Ramon Y. Tungka,Raihaanun Soeriaatmadja,Gary M. Iskak"
Nazar,2009,2.8,Sofyan D. Surza,"Jessica Iskandar,Ben Joshua,Renata Kusmanto"
Tabir biru,1993,,Muchlis Raya,"Rhoma Irama,Ida Iasha,Ria Irawan"
Kembalilah Dengan Tenang,2018,,M. Reza Fahriyansyah,"Banyu Bening,Siti Fauziah,Very Handayani"
Terang boelan,1937,,Albert Balink,"Kartolo,Muhin,Tjitjih"
Soerabaja '45,1990,8.4,Imam Tantowi,"Usman Effendy,Leo Kristi,Tuty Kusnendar"
Goyang Kubur Mandi Darah,2018,,Azzam Fi Rullah,"Tara Ellena,Pucil Nataart,Sigit Pradityo"
Bila hati perempuan menjerit,1981,,Arizal,"Cassin Abbas,Zainal Abidin,Dana Christina"
Panggil Namaku 3×,2005,5.2,Nayato Fio Nuala,"Huwaida Ahmad,Raffi Ahmad,Thya Ariestya"
A Very Boring Conversation,2006,,Edwin,"Edwin,Edwin,Tutie Kirana"
Tinseltown,2019,,Daniel Ongko,"Daniel Ongko,Daniel Ongko"
Maskot,2006,6.6,Robin Moran,"Uli Auliani,Butet Kertaradjasa,Epy Kusnandar"
Terowongan Rumah Sakit,2009,6.1,Helfi C.H. Kardit,"Rifky Balweel,Sarah Shafitri,Henidar Amroe"
Perhitungan terakhir,1983,7.2,Danu Umbara,"Barry Prima,Tuty Wasiat,Enny Haryono"
Mat Peci,1978,8.5,Willy Wilianto,"Rachmat Hidayat,Doris Callebaute,Kelly Jones"
Jenderal Kancil: The Movie,2012,4.8,Harry Suharyadi,"Adam Xavier,Ersya Aurelia,Achmad Albar"
Tellurian Drama,2020,,Riar Rizaldi,"Riar Rizaldi,Riar Rizaldi"
Melancholy Is A Movement,2015,6.4,Richard Oh,"Joko Anwar,Fachry Albar,Amink"
Perawan lembah wilis,1993,,Tommy Burnama,"Rara Azis,Wingky Haroen,Baron Hermanto"
Buku Harian Dara,2013,,Toto Hoedi,"Bilqis Atari,Titania Aureli,Frederika Cull"
Living 3lvis,2020,,Rein Maychaelson,"Deden Bagaskara,Malvin Collin,Mariska Gaby"
Ponirah Terpidana,1984,6.4,Slamet Rahardjo,"Nani Vidia,Christine Hakim,Slamet Rahardjo"
Dongeng Dari Dirah,1992,,Robert Chappell,"Sardono W. Kusuma,Villagers From Bali,Sardono W. Kusumo"
Adriana,2013,,Fajar Nugros,"Eva Celia Latjuba,Adipati Dolken,Kevin Julio"
Sebelum Usia 17,1975,,Motinggo Boesje,"Kusno Sudjarwadi,Rano Karno,Ernie Djohan"
Gara-gara,1993,,Arizal,"Pitradjaya Burnama,H.I.M. Damsyik,Habil Gideon"
Flamboyant,1972,,Sjuman Djaya,"Rachmat Hidayat,Mieke Wijaya,Tutie Kirana"
Rayuan Arwah Penasaran,2010,4.1,Ferry Ipey Assad,"Dimaz Andrean,Rahma Azhari,Artis Jepang"
Pengantin Pantai Biru,1983,,Wim Umboh,"Henry De Vere Stacpoole,Meriam Bellina,Sandro Tobing"
Tuyul Eee Ketemu Lagi,1979,,Liliek Sudjio,"Ateng,Iskak,Bokir"
Adrenaline,2016,,Dwi Ilalang,"Balqis Inzalna,Yogie Tan,Swara Andhika Emil"
Imaji,2020,,Nasrudin Mardiansyah,"Dinda Trinita,Angelina Deva,Purwo Diva Nadib Marbentan"
Cara Hebat Ikut Penanggulangan Masalah Sosial,1982,7.1,Iksan Lahardi,"M. Pandji Anom,Chintami Atmanegara,Alicia Djohar"
Kuntilanak Beranak,2009,4.8,Nayato Fio Nuala,"Garneta Haruni,Monique Henry,Dion Wiyoko"
Sri Asih,1954,,Tan Sing Hwat,"Bas M. Amin,Chaidar Djafar,Turino Junaidy"
Sesuatu yang indah,1976,,Wim Umboh,"Yan Bastian,Fadly,Christine Hakim"
Kristal-kristal cinta,1989,,Wim Umboh,"Zainal Abidin,Onky Alexander,Devi Ivonne"
Ricky (Nakalnya Anak Muda),1990,,Achiel Nasrun,"Marwan Alkatiri,Nike Ardilla,Rina Hasyim"
Tebus,2011,4.4,Muhammad Yusuf,"Tio Pakusadewo,Chintami Atmanegara,Revaldo"
Kasiterit,2019,6.2,Riar Rizaldi,Riar Rizaldi
Kain Kafan Perawan,2010,4.3,Nayato Fio Nuala,"Smitha Anjani,Ratu Felisha,Sarah Jane"
Tuanku Tambusai,1991,,Irwinsyah,"Irwinsyah,Ferry Fadly,Cok Simbara"
On Mother's Head,2013,,Putu Kusuma Wijaja,"Putu Kusuma Wijaja,Ketut Norsy"
Gadis telepon,1983,,Willy Wilianto,"Avent Cristy,Anna Tairas,Zainal Abidin"
Voyager,2018,,Victor Rodrigues de Souza,
Arni,1955,,D. Djajakusuma,"Asmarani,M.S. Derita,Emma Gangga"
Lockdown,2020,,Muhammad Aditya Saputra,"Muhammad Aditya Saputra,Ridho Ivander Rama"
"My Family, My Films, and My Nation",1998,6.2,Garin Nugroho,Garin Nugroho
Langkah-langkah pasti,1989,,A. Rachman,"Hengky Tornando,Sally Marcellina,Johny Indo"
Alang-Alang,1939,,The Tang Chun,"Hadidjah,Moh Mochtar,Bissu"
Kamar 207,2014,,Chiska Doppert,"Dwi A.P.,Jordi Armando,Maxime Bouttier"
Jakartarck,2011,,Ari Rusyadi,
Parawengi,2017,,Bihar Jafarian,"Bihar Jafarian,Bihar Jafarian,Nurul Aini"
Nyanyian para pejuang sunyi,2010,,Adriyanto Dewo,"Adriyanto Dewo,Adriyanto Dewo,Lola Amaria"
Kun fayakuun,2008,6.7,Guntur Novaris,"Agus Kuncoro,Zaskia Adya Mecca,Opick"
Busana dalam mimpi,1980,,Ida Farida,"Zainal Abidin,Herman Felani,Marlia Hardi"
Rumah Ketujuh,2003,5.1,Rudy Soedjarwo,"Indra Birowo,Andhara Early,Gary M. Iskak"
Tapi bukan aku,2008,,Irwan Siregar,"Leony Vitria Hartanti,Adeff,Titi Qadarsih"
Silent Hero(Es),2015,,Agustinus Candra,"Romo Suhud Budi,Budiman,Cindy Guinata"
Klub Kecanduan Mantan,2020,,Salman Aristo,"Rachel Amanda,Agatha Pricilla,Chicco Kurniawan"
Kadarwati,1983,5.6,Sophan Sophiaan,"Joice Erna,Frans Tumbuan,Sofia W.D."
Kerinduan,1979,,Danu Umbara,"Elvy Sukaesih,Budi Moealam,Sono Anggoro"
Lupus II,1987,8.0,Achiel Nasrun,"Septian Dwi Cahyo,Nunu Datau,Gito Gilas"
Buronan,1989,,H. Tjut Djalil,"Yurike Prastica,Advent Bangun,Mandra"
Missing,2012,6.8,Pinkan Veronique,"Joko Anwar,Erastiany Asikin,Robin Moran"
Kerikil-Kerikil Tajam,1987,7.5,Sjuman Djaya,"Meriam Bellina,Christine Hakim,Pong Harjatmo"
Menyibak kabut cinta,1986,,Willy Wilianto,"Ida Leoretta,Antony Norman K.,Ruslan Basrie"
Legacy of Java,2020,,Budi Kurniawan,Budi Kurniawan
Ananda,1970,,Usmar Ismail,"Taufik Abbas,Rachmat Hidayat,Galeb Husein"
Srigala jalanan,1990,,Dhany Firdaus,"Fieke Agus,Ali Akbar,Debbie Cinthya Dewi"
Catatan Si Boy 4,1990,6.1,Nasri Cheppy,"Onky Alexander,Yudhi As,Meriam Bellina"
Sepondok dua cinta,1990,,M.T. Risyaf,"Eva Arnaz,Yudhi As,Anis Chan"
Dosa tak berampun,1951,,Usmar Ismail,"A.N. Alcaff,Cassin Abbas,Awal"
Atheis,1974,6.6,Sjuman Djaya,"Farouk Afero,Kris Biantoro,Ernie Djohan"
A Balinese Trance Seance,1981,7.7,Patsy Asch,"Patsy Asch,Timothy Asch"
Misteri Hantu Selular,2011,6.5,Indra Tirtana,"Celine Evangelista,Boy Hamzah,Reynavenzka"
The Dogs,2019,,Dean Yamada,"Dean Yamada,Leilani T. Abad"
Harta karun,1949,,Usmar Ismail,"R.D. Ismail,Hamid Arief,Djauhari Effendi"
With You,2020,,Stewart Hannah,Stewart Hannah
Barakabut,2018,,Roufy Nasution,"Siti Alisa,Try Anggara,Fitri Anggraini"
Fatima,1938,,Joshua Wong,"Kartolo,Sapri,Habibah"
Jakarta 2043,2019,,Valentine Payen-Wicaksono,"Valentine Payen-Wicaksono,Salvita Decorte,Muhammad Khan"
Diskotik DJ,1990,,Dhany Firdaus,"Ali Albar,Dahono,Debbie Cinthya Dewi"
Al kautsar,1977,,Chaerul Umam,"W.S. Rendra,Bagong Kussudiardjo,Soultan Saladin"
Rosita,1977,,Dasri Jacob,"Anen,S. Bono,Doris Callebaute"
Pelajaran cinta,1979,,Matnoor Tindaon,"Pria Bombom,Ade Irawan,Lydia Kandou"
Yang,1983,,Ami Priyono,"Zoraya Perucha,Rano Karno,Nani Widjaja"
Pembalasan naga sakti,1976,,Fritz G. Schadt,"Anita Endey,Dadang Iskandar,Beng Ito"
Love Story Not,2015,7.8,Yosep Anggi Noen,"Yosep Anggi Noen,Yosep Anggi Noen,Mila Rosinta Totoatmojo"
Senggol-senggolan,1980,,Danu Umbara,"Robby Sugara,Elvy Sukaesih,David R. Purba"
Project Al Amin,2020,,Rayhan Dermawan,Rayhan Dermawan
Matahari-Matahari,1985,,Arifin C. Noer,"Fadly,Marisa Haque,Ferry Iskandar"
Tamu tengah malam,1989,,Atok Suharto,"Hengky Tornando,Yurike Prastica,Sally Marcellina"
Rumah (Home),2019,,Roland Wiryawan,"Gamaliel Eleazar,Yoeriche Endine,Todi Pangaribuan"
Ketika,2004,,Deddy Mizwar,"Dorman Borisman,Lucky Hakim,Johan Jeihan"
Gedoran Depok,2019,,Bobby Zarkasih,"Joshua Jonathan Dolf,Msi Dr. Tri Wahyuning M. Irsyam,Valentino Jonathans"
Lyodra: Gemintang hatiku,2020,,Virlanwana Langgong,Virlanwana Langgong
Macan Kampus,1987,,Adisoerya Abdi,"Rano Karno,Sally Marcellina,Tino Karno"
Nila di gaun putih,1981,,Sandy Suwardi Hasan,"Sofia W.D.,Marini,Robby Sugara"
Pembalasan,1951,,A. Canon,"Wahid Chan,Turino Junaidy,Pello"
Suzie,1966,,Liliek Sudjio,"Fritz G. Schadt,Dicky Suprapto,Alam Rengga Surawidjaja"
Cewek Saweran,2011,5.0,Eddie Cahyono,"Juwita Bahar,Djaduk Ferianto,Kriss Hatta"
Rahasia Kekayaan: Film dokumenter tentang uang,2020,,Mahdianto,"Mahdianto,Mahdianto"
Kenikmatan,1984,,Nico Pelamonia,"Chintami Atmanegara,Robin Panjaitan,Nina Anwar"
The Kung Fu Rock Chick,2014,,Tono Wisnu,"Caryn McCann,Caryn McCann,Daud Radex"
Kembang-Kembang plastik,1977,,Wim Umboh,"M. Pandji Anom,Ully Artha,Rahayu Effendi"
ONE Championship 92: For Honor,2019,,Kiamrian Abbasov,"Kiamrian Abbasov,Sam-a Gaiyanghadao,Jonathan Haggerty"
Selembut Wajah Anggun,1992,,Agus Elias,"Ayu Azhari,H.I.M. Damsyik,Rano Karno"
Beningnya hati seorang gadis,1980,,Frank Rorimpandey,"Gina Adriana,Fakhri Amrullah,Aminah Cendrakasih"
Prisoner of Love: Myuran Sukumaran...,2015,,Karen Gall,"Myuran Sukumaran,Andrew Chan,Ivar Schou"
Puber,2008,,Gerhard S. Mali,"Andhika Gumilang,Ryana Dea,Rizky Hanggono"
Masked Monkey: The Evolution of Darwin's Theory,2014,7.0,Ismail Fahmi Lubish,"Ismail Fahmi Lubish,Ismail Fahmi Lubish"
Rayuan Gombal,1980,5.9,Arizal,"Ade,Aditya,Ita Agusta"
Laila majenun,1975,,Sjuman Djaya,"Farouk Afero,Achmad Albar,Rini S. Bono"
Mama,1972,,Wim Umboh,"Andy Auric,Rahayu Effendi,Farida Feisol"
Territorial Pissings,2010,,Jason Iskandar,"Jason Iskandar,Jason Iskandar,Deo Grasianto"
Satan in Her,1974,5.8,Lukman Hakim Nain,"Yan Bastian,Rahayu Effendi,Rachmat Hidayat"
The Game Kiss,2011,5.3,Paul Agusta,"Paul Agusta,Paul Agusta,Ardy Rinaldy"
Songbird: Burung Berkicau,2017,,Wisnu Surya Pratama,"Wisnu Surya Pratama,Nick Calpakdjian,Agok Wijaya"
Agnez Mo: Long As I Get Paid,2017,8.9,Agnez Mo,"Sasha Samsonova,Agnez Mo,Agnez Mo"
Curi-curi kesempatan,1990,,Arizal,"Mathias Agus,Nurul Arifin,Eko Deye"
Why Isn't Peter Happy?,2011,,Paul Agusta,
Cinta kembar,1985,,Liliek Sudjio,"Chintami Atmanegara,Aminah Cendrakasih,Deddy Irama"
Catatan Si Emon,1991,,Nasri Cheppy,"Didi Petet,Onky Alexander,Fuad Alkhar"
Pocong Jalan Blora,2009,4.1,Nayato Fio Nuala,"Abdurrahman Arif,Arumy Bachsin,Fikri Baladraf"
Biarlah aku pergi,1971,,Wim Umboh,"Zainal Abdi,Atik,Rahayu Effendi"
Payung Merah,2010,7.3,Andri Cung,"Edward Gunawan,Rio Dewanto,Atiqah Hasiholan"
5 PM (Lima Penjuru Masjid),2018,,Humar Hadi,"Muhammad Taufik Akbar,Faisal Azhar,Zikri Daulay"
Suromenggolo,1991,,Dasri Jacob,"Yan Bastian,Chairil J.M.,Kitty Kartino"
Dilihat boleh dipegang jangan,1983,,Danu Umbara,"Jacky Zimah,Rita Sugiarto,Alwi A.S."
Darmawisata,1961,,Turino Junaidy,"Turino Junaidy,Nina Martini,Rima Melati"
Salah kamar,1978,,Liliek Sudjio,"Kardjo Ac-Dc,Anen,Doris Callebaute"
Dalam lingkaran cinta,1981,,Susilo S.W.D.,"Alex,Sofia Amang,Cherry Ivonne"
Double Crosser,1991,6.8,Arizal,"Peter O'Brian,Priscilla Patsy,Ricky Hosada"
Surup,2020,,Alifia Hamzah,"Alifia Hamzah,Fachri Azmi Yustriadi,Fahri Anang Marzuki"
Malaikat bayangan,1988,,Tommy Burnama,"Barry Prima,Advent Bangun,Baron Hermanto"
D'Girlz Begins,2006,,Tengku Firmansyah,"Andhika,Meriam Bellina,Dhena"
Satu Kecupan,2004,3.9,Findo Poernowo,"Masayu Anastasia,Hengky Kurniawan Chova,Dimas Seto"
Merah Itu Cinta,2007,5.7,Rako Prijanto,"Yama Carlos,Inong,Gary M. Iskak"
Trip to the Wound,2008,8.3,Edwin,"Edwin,Edwin,Ladya Cheryl"
Betapa damai hati kami,1981,,Chaerul Umam,"Gina Adriana,Robin Febrary,Pong Harjatmo"
Di balik senyum kecilmu,2020,,Dngrt Furi,
A Fish Full of Dollars,2016,,Adrienne Gittus,"Adrienne Gittus,Adrienne Gittus,Jo Hurford"
Takdir Marina,1986,,Wahab Abdi,"Ida Iasha,Roy Marten,Sofia Amang"
Kamar kosong,1956,,L. Inata,"M. Budhrasa,Salim Hamid,Rd. Mochtar"
Pacar,1974,,Turino Junaidy,"Lenny Marlina,Hamid Arief,Jimmy Samalo"
Musnahkan Ilmu Santet,1989,4.4,Maman Firmansyah,"Joice Erna,Hengky Tornando,Rudy Salam"
Segi3Hati,2015,,Adi Wijananda,"Anesya Anggun,Ferry Garink Ardiyan,Bilqis Atari"
Saat menyatakan cinta,2001,,Eric Gunawan,
Merdeka atau Mati!,2007,,Yuda Kurniawan,"Yuda Kurniawan,Bramantyo Suryo Putro,Muhammad Nur Qomaruddin"
Laki-laki pilihan,1973,,Nico Pelamonia,"Achmad Albar,Ruslan Basrie,Kris Biantoro"
"Drown Boy, Drown",2008,,Eka K. Rephael,"Jacky Alexander,David Bleszynski,Tita Latief"
Jakarta Jakarta,1982,,Ami Priyono,"El Manik,Johann Mardjono,Ricca Rahim"
Happy Ending,1995,,,
Surat untuk ayah,2007,,Robert Ronny,"Wulan Guritno,Rima Melati,Rusdi Octo Reno"
Cermin Kehidupan,2015,,Andreas Sullivan,"Marcell Darwin,Rully Iriandy,Leonardo Liao"
Hati Sang Penegak,2017,,Muhammad Syaikh Syafiq,"Muhammad Adhytia,Muhammad Haerun Fajri,Suci Rahayu"
Solemnly/Elegy,2011,,Andi Lim,"Dimas Hary Carpijanto,Matt Johnson,Tata Liem"
Mira,1961,,M. Sharieffudin,"Flora Luntungan,Ismed M. Noor,Jeffry Sani"
Tiga sekawan: Iiih... hantu...!,2013,,Ivan Alvameiz,"Rizky Black,Stefhani Zamora Husen,Dandy Rainaldy"
Angin kemarau,2003,,Lono Abdul Hamid,
Last Night,2012,,Soma Helmi,"Soma Helmi,Soma Helmi,Corey Adams"
Anak hilang,1993,,Slamet Rahardjo,Slamet Rahardjo
Cut,2016,,Chairun Nissa,
Basic SFX Film Makeup,2020,,Arvin Miracelova,"Arvin Miracelova,Arik Dwipayana,Jasper Jilderda"
X - The Last Moment,2011,,Bambi Martantio,"Billy Boedjanger,Ridho Boer,Jenny Cortez"
Oma Irama penasaran,1976,,A. Harris,"Rhoma Irama,Yatti Octavia,Hamid Arief"
Afterthought,2018,,Yusuf Kurnia Adji,"Yusuf Kurnia Adji,Rifqi Alidzanur,Asrani"
Tali merah perkawinan,1981,,Henky Solaiman,"Nunu Datau,Yessy Gusman,Rachmat Hidayat"
Melawan badai,1974,,Arifin C. Noer,"Farida Arriany,Chaidar Djafar,Rachmat Hidayat"
Musafir,2008,,B.W. Purba Negara,B.W. Purba Negara
Misteri cinta,1999,,Aramantono,"Aramantono,Febby Lawrence"
Oh Tidak..!,2011,4.7,Ardy Octaviand,"Fathir Muchtar,Marsha Timothy,Marcella Lumowa"
Jangan biarkan mereka lapar,1974,,Chris Pattikawa,"Rano Karno,Sinyo Hilaul,Dian Anggrianie"
Lagu untuk Seruni,1991,,Labbes Widar,"Nia Zulkarnaen,Asteria Dania Mangi,Tio Pakusadewo"
Superboy,2014,,Febrian Andhika,"Sidqiya Ade Alkhariq,Diaz Kumara,Dewi Prastiningrum"
Cinta anak muda,1990,,Hadi Poernomo,"Zainal Abidin,Machfud Abud,Nike Ardilla"
Pourusham,2005,,Brahmanandam,"Brahmanandam,Chalapathi Rao"
Langganan,1986,,Atok Suharto,"George Rudy,Advent Bangun,Tuty Wasiat"
Kisah Dua Jendela,2018,7.3,Paul Agusta,"Joko Anwar,Djenar Maesa Ayu,Dinda Kanyadewi"
Payal Dev Feat. Radhika Bangia: Saara India!,2020,,Mudassar Khan,"Mudassar Khan,Radhika Bangia"
Romi dan Juli,1974,,Arifin C. Noer,"Rano Karno,Yessy Gusman,Sukarno M. Noor"
Jual tampang,1990,,Christ Helweldery,"Minati Atmanegara,Rudy Djamil,Suryana Fattah"
Langit masih gemuruh,2015,,Jason Iskandar,"Jason Iskandar,Indira Handawi,Teresa Handawi"
Love and Edelweiss,2010,,Anto Tanjung,"Aldo Banar,Meriam Bellina,Chriss Hatta"
Terpesona,1966,,S. Waldy,"Hamid Arief,Atmonadi,Fetty Fatimah"
Ernest Prakasa & The Oriental Bandits,2013,,Ernest Prakasa,Ernest Prakasa
Merenda hari esok,1981,,Ida Farida,"Fadly,Mila Karmila,Marlia Hardi"
Antara surga dan neraka,1976,,Ratno Timoer,"Yatti Octavia,Hendra Cipta,Rahayu Effendi"
Bali: Hope in Paradise,2004,,Jane Walters,Jane Walters
One of Those Murder,2019,,Jerry Hadiprojo,"Jerry Hadiprojo,Jerry Hadiprojo,Yudhi Arfani"
Rindu purnama,2011,,Mathias Muchus,"Titi Rajo Bintang,Pitradjaya Burnama,Edwin"
Melawan Stigma,2021,,Herlambang Hashemi,"Abdurrosyid Imanudin,Destian Dicky,Fibyolin Wigrhayovinda"
Sebelah mata,2008,,Rudy Soedjarwo,"Thya Ariestya,Abimana Aryasatya,Rina Hasyim"
Tiga Cewek Badung,1975,,Nya Abbas Akup,"Bobby Alatas,Deasy Arisandi,Benny Gaok"
Blok M,2018,,Awi Suryadi,Awi Suryadi
Manis-manis sombong,1980,,Edward Sirait,"Zainal Abidin,Ade,Aditya"
Rasuk Budaya,2019,,Kathleen Malay,
Promised Paradise,2007,,Leonard Retel Helmrich,
Jalan Ayam,2013,,Tim Barretto,"Ben Mortley,Ate Hadi,Marpuah Marpuah"
Sembilan,1967,,Wim Umboh,"Farouk Afero,Rahayu Effendi,Herman Hadi"
Selangit mesra,1977,,Turino Junaidy,"Farouk Afero,Amalia Budiman,Aminah Cendrakasih"
Rong,2019,,Indira Iman,"Indira Iman,Christopher Oliver,Maryam Supraba"
Indonesia Malaise,1931,,Wong Bersaudara,"Wong Bersaudara,M.S. Ferry"
Leher Angsa,2013,,Ari Sihasale,"Ari Sihasale,Tike Priatnakusumah,Ringgo Agus Rahman"
Dan hujan pun turun,2014,,Mohammad Fauzi,
Anak-anak Tak Beribu,1980,,Maman Firmansyah,"A.N. Alcaff,Debbie Cinthya Dewi,Santi Sardi"
Time Game,1998,,Roni Stevens,"Meriam Bellina,Jurek Bleszynski,Pierre Gruno"
Erau Kota Raja,2015,,Bambang Drias,"Endik Koeswoyo,Nadine Chandrawinata,Jajang C. Noer"
Rio anakku,1974,,Arifin C. Noer,"Rano Karno,Lenny Marlina,Titiek Puspa"
Sowan,2017,,Destian Rendra Pratama,"Nunuk Herini,Tenio Muzaqi,Antonius Budi Prasetyo"
JK,2009,,Hanung Bramantyo,"Sopyan Dado,Lilis Ireng,Jusuf Kalla"
Tragedi,2001,4.1,Rudy Soedjarwo,"Titi Kamal,Rako Prijanto,Gary M. Iskak"
Bawalah aku pergi,1982,,M.T. Risyaf,"Muni Cader,Chitra Dewi,Marisa Haque"
Demi,2018,,Revicko Octavian,"Revicko Octavian,Nalysa Femilia Wahyu Cahyani,Ayu Perwitosari"
Dluwang: the Past from the Trash,2017,,Agni Tirta,
Sorga yang Hilang,1977,,Pitradjaya Burnama,"Yulinar Firdaus,Mila Karmila,Torro Margens"
Jejaka-Jejaka,1985,,Iksan Lahardi,"Tarmizi Andepy,M. Pandji Anom,Tarida Gloria"
Say Hello to Yellow,2011,,B.W. Purba Negara,
Roda-roda asmara di bukit sentul,1995,,Norman Benny,"Inneke Koesherawati,Alvin Bahar,Febby Lawrence"
Merangkul langit,1986,,M.T. Risyaf,"Rano Karno,Ira Wibowo,Mathias Agus"
Musuh dalam selimut,1984,,Willy Wilianto,"Avent Cristy,Zainal Abidin,Tamara Annya"
Behind the Door,2015,,Ryan Monoarfa,"Ryan Monoarfa,Agni Pratistha,Cornelio Sunny"
Salah Asuhan,1972,,Asrul Sani,"Fifi Young,Dicky Zulkarnaen,Rima Melati"
Lahirnja gatotkatja,1960,,D. Djajakusuma,"Rusman,Titiek Danuwinoto,Bagong Kussudiardjo"
Njai Dasima (I),1929,,Bakhtiar Effendi,"N. Noerhani,Anah,Wim Lender"
Panasnya Selimut Malam,1982,,Wahab Abdi,"Wahab Abdi,Lenny Marlina,Farida Pasha"
Tears of Ghost,2015,,Natasha Dematra,"Andra,Rona Aronna,Dien Asyik"
Si Pitoeng,1931,,Wong Bersaudara,"Wong Bersaudara,Herman Sim,Ining Resmini"
The 13th moon,2018,,Ida Bagus Kade Dwi Widyautama,Ida Bagus Kade Dwi Widyautama
Panji tengkorak,1971,,A. Harris,"Deddy Sutomo,Polly Ling-Feng Shang-Kuan,Maruli Sitompul"
Mengejar Mas Mas,2007,7.3,Rudy Soedjarwo,"Marcell Anthony,Eddie Karsito,Roy Marten"
Karnadi Anemer Bangkong,1930,,G. Krugers,G. Krugers
Tes Nyali,2015,,Vijei Alfajr,"Erwanto Alphadullah,Wafda Saifan,Esa Septian Pramudha Sigit"
Jejak pengantin,1984,,M.T. Risyaf,"Zainal Abidin,Marisa Haque,George Rudy"
Romansa: Gending Cinta di Tanah Turki,2016,,Bambang Drias,"Bambang Drias,Alim Sudio"
Thieves,2014,,Kiki Mariana,"Arya Bima,J Ryan Karsten,Marshall Sastra"
Di Balik Kelambu,1983,7.7,Teguh Karya,"Hendro Djarot,Christine Hakim,Sandy Suwardi Hasan"
Ketika senyummu hadir,1991,,Sophan Sophiaan,"Vivi Samodro,Sandy Taroreh,Ratna Riantiarno"
Where Heaven Meets Hell,2013,7.2,Sasha Friedlander,
Minah gadis dusun,1965,,S. Waldy,"Boes Boestami,Marlia Hardi,Sandy Suwardi Hasan"
Lorong-lorong asmara,1984,,Susilo S.W.D.,"Rocky Manoarfa,Yenny Farida,Cherry Ivonne"
Plong,1991,,Putu Wijaya,"Amak Baldjun,Muni Cader,Tarida Gloria"
Rembulan di ujung dahan,2002,,Garin Nugroho,Garin Nugroho
The Secret of Stars,2008,,Yulianto Krisbiantoro,"Griselda Agatha,Desi Florita,Cut Keke"
Anak-anak Borobudur,2007,,Arswendo Atmowiloto,"Djenar Maesa Ayu,Alexandra Gottardo,Christine Hakim"
Slumbereel,2015,,Ida Ayu Lestari,Ida Ayu Lestari
Perawan metropolitan,1991,,Ishaq Iskandar,"Soendjoto Adibroto,Eva Arnaz,Galeb Husein"
Sedikit itu lebih baik,2021,,Mahdianto,"Mahdianto,Mahdianto"
Kasih tak sampai,1961,,Turino Junaidy,"Rima Melati,Upit Sarimanah,Oslan Husein"
Tebih,2020,,Revicko Octavian,"Ardho Kalis,Ayu Perwitosari,Ayu Puspita Sari"
Karena dia,1979,,Nico Pelamonia,"Farouk Afero,A.N. Alcaff,Rodiyah Azis"
Samsul,2017,,Vicky Hendri Kurniawan,Vicky Hendri Kurniawan
Susahnya Jadi Perawan,2008,4.0,Mirwan Suwarso,"Nova Eliza,Andra Junaidi,Emmi Lemmu"
Anakluh,2011,7.2,Edward Sirait,"Shara Aryo,Masayu Clara,Rizky Hanggono"
Jang djatuh dikaki lelaki,1971,,Nico Pelamonia,"Rachmat Hidayat,Rima Melati,Rahayu Effendi"
"Cin... Tetangga Gue, Kuntilanak!",2010,5.1,Yan Senjaya,"Cynthiara Alona,De'ratu,Topan Dicky"
Lagom Gift,2018,,William Sanjaya,"Melvin Hardono,Albert Surya Kurniawan,Eko Prasetyo Kuslambang"
Sepuluh Meter,2020,8.5,Yandy Laurens,"Sabai Morscheck,Ringgo Agus Rahman,Ernest Syarif"
Mendengar Senyuman (Listening to a Smile),2017,,Carya Maharja,
Titik Nol,2009,,Nicholas Yudifar,"Nicholas Yudifar,Syukran Aldiansyah,Agus Nur Amal"
